NAME1,SCHEDULES_ALL,SCHEDULES_COMMENT,SCHEDULES_DAYOFF,SCHEDULES_SUMMER,SCHEDULES_WINTER,TITLE, 
Μόχλος,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,,Αρχαιολογικός Χώρος, 
Μυκηναϊκή Ακρόπολη Αγίου Ανδρέα,(15 Ιανουαρίου έως 15 Οκτωβρίου 2014) Τρίτη-Κυριακή 08:00-15:00,Δευτέρα κλειστά,,,,Αρχαιολογικός Χώρος, 
Μυκηναϊκή Ακρόπολη Γλα,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Μυκηναϊκό νεκροταφείο Πυλώνα,,,,,,Αρχαιολογικός Χώρος, 
Μυκηναϊκός οικισμός Χαλανδρίτσας,,Ο χώρος είναι επισκέψιμος κατόπιν συνεννοήσεως με τη ΣΤ' Ε.Π.Κ.Α. στα τηλέφωνα: 2610275070 και 2610623820.,,,,Αρχαιολογικός Χώρος, 
Μυκήνες,,,,Από 1η Απριλίου 2014: 8:00-20:00,Από 1η Νοεμβρίου 2013 έως 31η Μαρτίου 2014: 08:00-15:00,Αρχαιολογικός Χώρος, 
Μυστράς,,,,Από 1η Απριλίου 2014 έως την 31η Οκτωβρίου 2014: 8.00 - 20.00 καθημερινά,Από 1η Νοεμβρίου 2013 έως 31 Μαρτίου 2014: 08:00-15:00,Αρχαιολογικός Χώρος, 
"Ναυάγιο ""Κιόνων"" στη Σαπιέντζα Μεθώνης",,,,,,Αρχαιολογικός Χώρος, 
"Ναυάγιο ""Σαρκοφάγων"" στη Σαπιέντζα Μεθώνης",,,,,,Αρχαιολογικός Χώρος, 
Ναυάγιο εμπορικού πλοίου στην Περιστέρα,,,,,,Αρχαιολογικός Χώρος, 
Νεκρομαντείο του Αχέροντα,,,,: 8:30-15:00   Καθημερινά,: 8:30-15:00   Καθημερινά,Αρχαιολογικός Χώρος, 
Νεκροπόλεις,,,,,,Αρχαιολογικός Χώρος, 
Νεκρόπολη Αγίας Παρασκευής Θεσσαλονίκης,,Eπίσκεψη κατόπιν συνεννόησης,,,,Αρχαιολογικός Χώρος, 
Νεκρόπολη Αρμένων,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Νεκρόπολη Δερβενίου,,,,,,Αρχαιολογικός Χώρος, 
Νεκρόπολη Κορακόνερου,,,,,,Αρχαιολογικός Χώρος, 
Νεκρόπολη περιοχής Αγίου Ιωάννη,,Προσωρινά κλειστά.,,,,Αρχαιολογικός Χώρος, 
Νεκρόπολη Σίνδου,,O χώρος δεν είναι προσβάσιμος,,,,Αρχαιολογικός Χώρος, 
Νεκρόπολη στο Φουρνί Αρχανών,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Νεκροταφεία Πόλης Απολλωνίας,,,,,,Αρχαιολογικός Χώρος, 
Νεκροταφείο,,,,,,Αρχαιολογικός Χώρος, 
Νεκροταφείο Γυναικόκαστρου,,,,,,Αρχαιολογικός Χώρος, 
Νεκροταφείο Μαζαρακιάς,,,,,,Αρχαιολογικός Χώρος, 
Νεκροταφείο στο Καλαμάκι Ελαιοχωρίου,,Ο χώρος είναι επισκέψιμος  κατόπιν συνεννοήσεως με τη ΣΤ' Ε.Π.Κ.Α. στα τηλέφωνα 2610275070 και 2610623820.,,,,Αρχαιολογικός Χώρος, 
Νεκροταφείο Τράπεζας Άνω Τούμπας Θεσσαλονίκης,,,,,,Αρχαιολογικός Χώρος, 
"Νεκροταφείο των τύμβων, Αίγαι",,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,Καθημερινά  8:00 – 15:00,,Αρχαιολογικός Χώρος, 
Νεολιθικός οικισμός Θέρμης,,ο χώρος δεν είναι επισκέψιμος.,,,,Αρχαιολογικός Χώρος, 
Νεολιθικός οικισμός Μακρυγιάλου,,Ο αρχαιολογικός χώρος δεν είναι επισκέψιμος.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Νεώρια ,,,,,,Αρχαιολογικός Χώρος, 
Νικόπολη,,,,08.00-15.00 Τρίτη έως Κυριακή,08.30-15.00 Καθημερινά,Αρχαιολογικός Χώρος, 
Νιόκαστρο,Τρίτη - Κυριακή 8:00 - 15:00,,,,,Αρχαιολογικός Χώρος, 
Νιχώρια - Καρποφόρα,,Χώρος διαρκώς ανοικτός,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Νότια Κλιτύς Ακροπόλεως Αθηνών,,,, Από 1 Απριλίου έως 31 Οκτωβρίου          08.00-20.00.                                                   Τελευταία είσοδος: 19:30.,"Από 1 Νοεμβρίου μέχρι  31 Μαρτίου
08.00-17.00
Tελευταία είσοδος 16.30
ΚΥΡΙΑΚΗ & ΑΡΓΙΕΣ
08.00-17:00
Last admission 16.30",Αρχαιολογικός Χώρος, 
Ντόλιανη,,Ο αρχαιολογικός χώρος είναι ανοικτός κατόπιν συνεννόησης με τη ΛΒ΄ Ε.Π.Κ.Α.,,,,Αρχαιολογικός Χώρος, 
Νυμφαίο - Σχολή Αριστοτέλους,,Ο αρχαιολογικός χώρος δεν είναι επισκέψιμος λόγω εργασιών.,,Καθημερινά  8:00 – 15:00,,Αρχαιολογικός Χώρος, 
Οικισμός  Μαυρομματίου Ιθώμης,,,,,,Αρχαιολογικός Χώρος, 
Οικισμός Σιδαρίου,,,,,,Αρχαιολογικός Χώρος, 
Οικισμός της Καστάνιας ,,,,,,Αρχαιολογικός Χώρος, 
Ολυμπία,,Μην παραλείψετε να επισκεφθείτε το Μουσείο της Ιστορίας των Ολυμπιακών Αγώνων της Αρχαιότητας και το Μουσείο της Ιστορίας των Ανασκαφών της Ολυμπίας.,,"Από 1 Απριλίου έως 31 Οκτωβρίου 2014:

Δευτέρα - Κυριακή: 08.00 - 20.00

Τελευταία είσοδος (όλες τις ημέρες): 

20' πριν τη λήξη του ωραρίου.",,Αρχαιολογικός Χώρος, 
Ολυμπιείο,"Δευτέρα-Κυριακή: 
08.00-20.00",,,,,Αρχαιολογικός Χώρος, 
Όλυνθος,Τρίτη - Κυριακή: 08:00 π.μ. - 15:00 μ.μ.,Δευτέρα: κλειστό,,,,Αρχαιολογικός Χώρος, 
Όρραον,,Σάββατο και Κυριακή κλειστά,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Ορχομενός,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Ορχομενός Αρκαδίας,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Οχύρωση πόλης Σταγείρων,,,,,,Αρχαιολογικός Χώρος, 
Οχύρωση Τίρυνθας,,,,"Από 1η Απριλίου 2014:
Καθημερινές: 8:00-20:00
Σαββατοκύριακα-Αργίες: 8:00-15:00",Νοέμβριος 2013-Μάρτιος 2014:  08:00-15:00,Αρχαιολογικός Χώρος, 
Παλαίκαστρο,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,,Αρχαιολογικός Χώρος, 
Παλαιό Γυναικόκαστρο,,Ο χώρος δεν είναι επισκέψιμος,,,,Αρχαιολογικός Χώρος, 
Παλαιόκαστρο Καστελόριζου,,,,,,Αρχαιολογικός Χώρος, 
Παλαιόκαστρο Μανδρακίου,,,,,,Αρχαιολογικός Χώρος, 
Παλαιόπολη,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Παλαιοχριστιανικές βασιλικές Αλυκής,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Παλαιοχριστιανικές Βασιλικές Σφηκιάς,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Παλαιοχριστιανικές Φθιώτιδες Θήβαι,,,,8:00-15:00,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Παλαιοχριστιανική Αμφίπολις,,Σαββατοκύριακο κλειστός,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Παλαιοχριστιανική βασιλική Λεωνίδη,,,,08:00-15:00,08:00-15:00,Αρχαιολογικός Χώρος, 
Παλαιοχριστιανική Νικόπολη,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Παλαιοχριστιανικοί Φίλιπποι,,,,,Δευτέρα έως Κυριακή 08:00-15:00,Αρχαιολογικός Χώρος, 
Παλαμάς,,Ο αρχαιολογικός χώρος είναι επισκέψιμος έπειτα από συνεννόηση με την Εφορεία.,,,,Αρχαιολογικός Χώρος, 
Παλιά πόλη Ρεθύμνου,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Παναγιά η Κυρά,,,,,,Αρχαιολογικός Χώρος, 
Παναγιά η Τσαμπίκα,,,,,,Αρχαιολογικός Χώρος, 
Πανορμίτης,,,,,,Αρχαιολογικός Χώρος, 
Πάνορμος,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,,Αρχαιολογικός Χώρος, 
Παπίκιον όρος,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Παραδοσιακός Οικισμός Σερίφου,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Παραδοσιακός Οικισμός Ύδρας,,,,,,Αρχαιολογικός Χώρος, 
Πελινναίον,08:30π.μ.-15:00μ.μ.,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,08:30π.μ.-15:00μ.μ.,08:30π.μ.-15:00μ.μ.,Αρχαιολογικός Χώρος, 
Πέλλα,"Δευτέρα: 11:00 – 18:00 
Τρίτη - Σάββατο: 8:00 – 20:00 
Κυριακή: 9:00 – 17:00",Το Σαββατοκύριακο το πωλητήριο του αρχαιολογικού χώρου είναι κλειστό.,,,,Αρχαιολογικός Χώρος, 
Πελλάνα Λακωνίας,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Περραιβική Τρίπολη,,Ο αρχαιολογικός χώρος είναι επισκέψιμος έπειτα από συνεννόηση με την Εφορεία.,,,,Αρχαιολογικός Χώρος, 
Πετράς,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου: 08:30-15:00,Αρχαιολογικός Χώρος, 
Πέτρες,,Ο αρχαιολογικός χώρος είναι διαρκώς επισκέψιμος.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Πλαταιές,,Ο αρχαιολογικός χώρος είναι διαρκώς επισκέψιμος.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Πλωτινόπολις,,,,,,Αρχαιολογικός Χώρος, 
Πνύκα,"
",,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Πόλη Απολλωνίας,,,,,,Αρχαιολογικός Χώρος, 
Πόλις αρχαίας Θάσου,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Πολυνέρι (Κούτσι),,Υπαίθριος χώρος. Ανοικτός συνεχώς.,,,,Αρχαιολογικός Χώρος, 
Πολυρρήνια,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Πολύστυλο,,Ο αρχαιολογικός χώρος είναι επισκέψιμος έπειτα από συνεννόηση με την Εφορεία.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Πόρτες,,Ο χώρος είναι επισκέψιμος  κατόπιν συνεννοήσεως με τη ΣΤ Ε.Π.Κ.Α. στο τηλέφωνο 2610275070.,,,,Αρχαιολογικός Χώρος, 
Ποτίδαια,,,,,,Αρχαιολογικός Χώρος, 
Προϊστορικός οικισμός Μακρυχωρίου,,Ο αρχαιολογικός χώρος είναι επισκέψιμος έπειτα από συνεννόηση με την Εφορεία.,,,,Αρχαιολογικός Χώρος, 
Προϊστορικός οικισμός Μύρινας,,,,"Από Τρίτη ως Κυριακή: 08:00 -15:00 ως τις 31-10-2014. 
Δευτέρα κλειστά.","Από Τρίτη ως Κυριακή: 08:00 -15:00 ως τις 31-3-2014. 
Δευτέρα κλειστά.",Αρχαιολογικός Χώρος, 
Προϊστορικός οικισμός Παλαιόσκαλας,,Ο αρχαιολογικός χώρος είναι επισκέψιμος έπειτα από συνεννόηση με την Εφορεία.,,,,Αρχαιολογικός Χώρος, 
Προϊστορικός Οικισμός Συκεώνα,,Ο αρχαιολογικός χώρος είναι επισκέψιμος έπειτα από συνεννόηση με την Εφορεία.,,,,Αρχαιολογικός Χώρος, 
Πυθαγόρειο και Ηραίο Σάμου,,Δευτέρα κλειστά.,,(1 Απριλίου έως 31 Οκτωβρίου 2013) Τρίτη-Κυριακή: 09:00-16:00,,Αρχαιολογικός Χώρος, 
Πυθαγόρειο Σάμου,,Δευτέρα: κλειστό,,(1 Απριλίου έως 31 Οκτωβρίου 2013) Τρίτη-Κυριακή: 09:00-16:00,,Αρχαιολογικός Χώρος, 
Πύλη Λεόντων,,,,Από 1η Απριλίου 2014: 8:00-20:00,Από 1η Νοεμβρίου 2013 έως 31η Μαρτίου 2014: 08.00-15.00,Αρχαιολογικός Χώρος, 
Πύργος Ραγίου,,,,,Ο αρχαιολογικός χώρος είναι ανοικτός κατόπιν συνεννόησης με τη ΛΒ΄ Ε.Π.Κ.Α.,Αρχαιολογικός Χώρος, 
Ραβενή,,Eπισκέψιμος ύστερα από συνενόηση με τη ΛΒ΄ΕΠΚΑ,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Ραμνούς,"Ώρες λειτουργίας: καθημερινά 8:00 - 15:00, εκτός Δευτέρας.",,,,,Αρχαιολογικός Χώρος, 
Ροδίνι,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Ρωμαϊκά Λουτρά Ζαππείου,,Χώρος διαρκώς επισκέψιμος,,,,Αρχαιολογικός Χώρος, 
Ρωμαϊκά Λουτρά Παλαιόπολης,,Ο αρχαιολογικός χώρος δεν είναι επισκέψιμος λόγω εργασιών.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Ρωμαϊκές θέρμες Αγ. Θωμά,Τρίτη-Κυριακή: 08:00-15:00.,Δευτέρα κλειστά,,,,Αρχαιολογικός Χώρος, 
Ρωμαϊκή Αγορά Αθηνών,,,,"08:00 - 15:00 
Τελευταία είσοδος: 14:45",,Αρχαιολογικός Χώρος, 
Ρωμαϊκή Αποικία της Πέλλας,,Ο αρχαιολογικός χώρος είναι επισκέψιμος έπειτα από συνεννόηση με την Εφορεία.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Σάμη Κεφαλονιάς,,,,,,Αρχαιολογικός Χώρος, 
Σέρβια,,κλειστός λόγω έργων,,,,Αρχαιολογικός Χώρος, 
Σέσκλο, 08:00-15:00,,,,,Αρχαιολογικός Χώρος, 
Σιδηροκαύσια-Στάγειρα,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Σικυών,,,,8:30-15:00,,Αρχαιολογικός Χώρος, 
Σκάρκος Ίου,,Δευτέρα: κλειστό,,(1 Απριλίου έως 31 Οκτωβρίου 2013) Τρίτη-Κυριακή: 08:00-15:00,,Αρχαιολογικός Χώρος, 
Σούριζα (Δρυμός) Λαυρεωτικής,,Επισκέψιμος κατόπιν συνεννόησης με το Αρχαιολογικό Μουσείο Λαυρίου  (22920- 22817),,,09.00-15.00,Αρχαιολογικός Χώρος, 
Σπαλιαρέικα,,Ο χώρος είναι επισκέψιμος Δευτέρα - Παρασκευή κατόπιν συνεννοήσεως με τη ΣΤ' Ε.Π.Κ.Α. στο τηλέφωνο 2610275070 και 2610623820.,,,,Αρχαιολογικός Χώρος, 
Σπιναλόγκα,,κλειστά τους χειμερινούς μήνες,,Από 1η Απριλίου 2014 έως την 31η Οκτωβρίου 2014: 8.00 - 20.00 καθημερινά,,Αρχαιολογικός Χώρος, 
Στάγειρα,"Δευτέρα - Κυριακή, 08:00 π.μ. - 15:00 μ.μ.",Ο χώρος είναι επισκέψιμος μόνο κατόπιν συνεννόησης με την Υπηρεσία.,,,,Αρχαιολογικός Χώρος, 
"Σταθμός ΜΕΤΡΟ ""Ελαιώνας""",,,,,,Αρχαιολογικός Χώρος, 
Στοά  Αβάτου Ιερού Ασκληπιού Επιδαύρου,,,,"Από 1η Απριλίου 2014: 
8:00-20:00",Μάρτιος 2014:  8:00-18:00,Αρχαιολογικός Χώρος, 
"Στύλος, θέση Αζοϊρές",,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Συγκρότημα χώρων (Νέα Ρόδα),,,,,,Αρχαιολογικός Χώρος, 
Συία ,,,,,,Αρχαιολογικός Χώρος, 
Συνοικία Λαδέμπορου,,,,Από 1η Απριλίου 2014: 8:00-20:00,Aπό την 1η Νοεμβρίου 2013 έως την 31η Μαρτίου 2014: 8.00-15.00,Αρχαιολογικός Χώρος, 
Συνοικία Ντόλτσο,,,,,,Αρχαιολογικός Χώρος, 
Τάρρα,,Ο αρχαιολογικός χώρος είναι διαρκώς επισκέψιμος.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Ταφικός περίβολος Ρίζιανης,,Υπαίθριος χώρος. Ανοικτός συνεχώς,,,,Αρχαιολογικός Χώρος, 
Τείχος Δυμαίων,Καθημερινά από τις 8.00 π.μ.- 15.00 μ.μ.,,,,,Αρχαιολογικός Χώρος, 
Τίρυνθα,,,,"Από 1η Απριλίου 2014:
Καθημερινές: 8:00-20:00
Σαββατοκύριακα-Αργίες: 8:00-15:00",Νοέμβριος 2013 - Μάρτιος 2014: 08:00-15:00,Αρχαιολογικός Χώρος, 
Τολοφώνα,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,,Αρχαιολογικός Χώρος, 
Τορώνη,,,,,,Αρχαιολογικός Χώρος, 
Τούμπα Θεσσαλονίκης,,ο χώρος δεν είναι επισκέψιμος λόγω ανασκαφικών ερευνών.,,,,Αρχαιολογικός Χώρος, 
Τράπεζα Άνω Τούμπας Θεσσαλονίκης,,,,,,Αρχαιολογικός Χώρος, 
Τράπεζα Θέρμης,,Ο αρχαιολογικός χώρος προς το παρόν δεν είναι επισκέψιμος.,,,,Αρχαιολογικός Χώρος, 
Τρυπητός,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Τύλισος,,,,Καθημερινά 09.00-16.00,,Αρχαιολογικός Χώρος, 
Τύμβος Συκεώνα,,Ο αρχαιολογικός χώρος είναι επισκέψιμος έπειτα από συνεννόηση με την Εφορεία,,,,Αρχαιολογικός Χώρος, 
Υπαίθριος εκθεσιακός χώρος Πλατείας Συντάγματος,Χώρος διαρκώς επισκέψιμος,,,,,Αρχαιολογικός Χώρος, 
Υποβρύχια σωστική ανασκαφή στο λιμάνι Παροικιάς Πάρου,,,,,,Αρχαιολογικός Χώρος, 
Ύρια,,Δευτέρα: κλειστό,,(1 Απριλίου έως 31 Οκτωβρίου 2013) Τρίτη-Κυριακή: 08:00-15:00,,Αρχαιολογικός Χώρος, 
Υρτακίνα,,,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Φαιστός,,,,Από 1η Απριλίου 2014 έως την 31η Οκτωβρίου 2014: 8.00 - 20.00 καθημερινά,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Φαλάσαρνα,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Φεραί,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,,Αρχαιολογικός Χώρος, 
Φθιώτιδες Θήβες,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,,Αρχαιολογικός Χώρος, 
Φίλια - Ιερό Ιτωνίας Αθηνάς,,Ο αρχαιολογικός χώρος είναι επισκέψιμος έπειτα από συνεννόηση με την Εφορεία.,,,,Αρχαιολογικός Χώρος, 
Φίλιπποι,,,,"από 1 Αυγούστου έως 30 Σεπτεμβρίου 2012
Δευτέρα - Παρασκευή: 08:00- 20:00
Σάββατο - Κυριακή: 08:00- 15:00",Δευτέρα έως Κυριακή 08:00-15:00,Αρχαιολογικός Χώρος, 
Φραγκοκάστελλο Σφακίων,,,,,,Αρχαιολογικός Χώρος, 
Φράγμα Επτά Πηγών,,,,,,Αρχαιολογικός Χώρος, 
Φρούριο,,,,,,Αρχαιολογικός Χώρος, 
Φρούριο Κότσινα,Χώρος πάντα ανοικτός,,,,,Αρχαιολογικός Χώρος, 
Φρούριο Παλαμηδίου,,,,Από 1 Απριλίου έως 30 Οκτωβρίου 2014: 08:00- 20:00,Από 1η Νοεμβρίου έως 31 Μαρτίου 2014: 08:00-17:00,Αρχαιολογικός Χώρος, 
Φρούριο Φυλής,,,,,,Αρχαιολογικός Χώρος, 
Φυλακωπή Μήλου,,Δευτέρα: κλειστό,,"(1 Απριλίου έως 31 Οκτωβρίου 2014) Τετάρτη,Σάββατο,Κυριακή:
08:00-15:00",,Αρχαιολογικός Χώρος, 
Χαιρώνεια,,Χώρος ανοικτός συνεχώς,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Χάλειον,,Ο αρχαιολογικός χώρος είναι διαρκώς επισκέψιμος.,,,,Αρχαιολογικός Χώρος, 
Χαλκιάς,,,,,,Αρχαιολογικός Χώρος, 
Χαλκουργεία,,,,,,Αρχαιολογικός Χώρος, 
Χρυσόπολις-Ηϊόνα,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Χώρα της Αμοργού,,Υπαίθριοι χώροι. Ανοικτοί συνεχώς.,,,Από 1η Νοεμβρίου έως 31 Μαρτίου 2010: 08:30-15:00,Αρχαιολογικός Χώρος, 
Χώρος θυσίας Καλαβρύτων,,,,,,Αρχαιολογικός Χώρος, 
Ψάρι,,Χώρος διαρκώς ανοικτός,,,,Αρχαιολογικός Χώρος, 
